uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.3513465372983421,0.2167635681161046,0.15055991722096324,160.7,Triassic,Normal polarity,False,1.0774217863409976,Limestone,Middle,105.14,588.85,27256
1.1250253024137535,0.9999999999,0.4515947322934614,207.7,Permian,Normal polarity,False,1.4648172731551294,Limestone,Bottom,42.34,240.99,89004
0.3882794622391609,0.9999999999,0.8743979353853325,27.35,Jurassic,Normal polarity,True,0.20000974209167593,Sandstone,Bottom,33.05,380.3,35503
0.4004954170252913,0.30704681947165713,1.4482066257082475,78.91,Triassic,Normal polarity,True,1.5465212833270585,Sandstone,Top,42.64,308.98,28579
0.23430415262761367,0.37376815708145317,0.7684486326490502,173.11,Paleogene,Reversed polarity,True,0.47216996075857626,Conglomerate,Bottom,43.09,521.56,29615
0.5303791440089363,0.38708866974523015,0.5376056200930288,178.2,Cambrian,Normal polarity,False,1.1969409078187505,Shale,Bottom,42.9,416.01,51116
0.08154774827355765,0.16484776771460127,0.21835165852541913,25.98,Devonian,Normal polarity,False,0.8945640476932942,Limestone,Bottom,34.37,113.41,10571
0.6139420769004407,0.1414308902208964,0.7029462026434677,2.57,Paleogene,Normal polarity,True,0.7896245237561623,Conglomerate,Middle,107.37,22.49,31052
0.3506928218496637,0.2527613447352447,0.8635094682009228,144.83,Triassic,Normal polarity,False,0.19169037561828817,Sandstone,Bottom,121.16,273.75,33827
0.3672134446473496,0.44624140289958425,0.5061615963060997,4.94,Triassic,Reversed polarity,False,0.6611025414057464,Shale,Bottom,96.44,488.43,29526
0.32902117274593223,0.5928810836946441,0.6137135863664868,358.97,Carboniferous,Normal polarity,True,0.27691624799887377,Shale,Middle,0.93,15.02,41389
0.333082240523228,0.3291500073124355,0.4966798522618986,136.53,Neogene,Reversed polarity,False,0.987072847372706,Conglomerate,Bottom,106.44,470.45,30211
0.3719915089384785,0.011482491165359543,0.18026725705935914,193.92,Cambrian,Reversed polarity,True,0.5118745602507643,Limestone,Middle,95.54,184.27,30886
0.4184926322133671,0.5578605951506406,0.7481355688510017,220.24,Triassic,Normal polarity,True,0.42928160776326607,Shale,Bottom,110.62,516.19,45764
0.48055530079315195,0.1603632516763267,1.0250455645144538,14.23,Paleogene,Normal polarity,False,0.47937790277248515,Conglomerate,Middle,89.43,202.02,27838
0.5502795004389753,0.15278359626250157,0.28936178072776425,230.57,Cambrian,Normal polarity,True,1.7284878455070218,Shale,Middle,26.96,228.58,45739
0.6933219593966227,0.10442668097516028,0.30516864879425976,244.48,Permian,Reversed polarity,True,0.5802629856355104,Sandstone,Middle,5.63,161.81,48989
1.0010967968473394,0.627338273050172,0.7474426777939751,156.36,Cambrian,Normal polarity,False,0.9046549606901635,Sandstone,Bottom,31.13,376.83,76069
0.5518094526421395,0.349048398882305,0.6267973484560044,226.38,Cretaceous,Normal polarity,False,1.2703290707692028,Conglomerate,Bottom,84.18,164.86,47708
0.39696370646861084,0.11420404392251374,0.8761984444687488,119.56,Ordovician,Normal polarity,True,0.011955515348823553,Shale,Middle,39.79,41.88,30470
0.9989955926474846,0.431677799677962,0.17188131875703413,210.48,Cretaceous,Normal polarity,False,0.3102409167925046,Sandstone,Bottom,90.46,265.89,70233
0.5606869502869127,0.48579412742440425,0.584990326708414,69.48,Ordovician,Normal polarity,False,0.5316238000007306,Shale,Bottom,58.31,664.0,43050
0.6219024967743823,0.9999999999,0.24361618365379992,76.05,Ordovician,Normal polarity,True,0.3141456182109866,Conglomerate,Bottom,31.92,322.24,52846
0.605957036089184,0.5326965436552645,0.05810151549109632,169.76,Cambrian,Reversed polarity,False,0.70254673259818,Limestone,Top,20.15,135.93,45395
0.24594102426487163,0.3482199091109695,0.917757973166496,276.93,Triassic,Normal polarity,True,0.7085707012912841,Sandstone,Middle,101.28,76.94,31326
0.4961376774764647,0.2116730174520074,1.2100663771108608,278.23,Jurassic,Reversed polarity,False,1.2703146743194833,Limestone,Bottom,83.23,171.96,55906
0.17659084984809365,0.920111606322142,0.37142075877217884,206.22,Jurassic,Normal polarity,True,0.29352226413895105,Sandstone,Bottom,45.62,257.35,33458
0.6460654470675545,0.33702364272432905,0.6839448616334957,109.49,Jurassic,Normal polarity,False,0.4513478305516408,Limestone,Middle,50.54,427.76,40634
0.3807266918739697,0.17063969172381963,0.9670065674652871,63.31,Neogene,Normal polarity,False,1.630202676944191,Limestone,Middle,30.25,329.86,24168
0.8033950623785744,0.8698189206683398,0.272298191328466,46.85,Cambrian,Reversed polarity,True,1.0268425838431834,Shale,Bottom,62.05,260.25,62755
0.4026036774145206,0.6419768725113966,0.5765337569520277,128.66,Triassic,Normal polarity,False,0.38667594420423945,Shale,Middle,68.92,136.54,33076
1.0108400684083843,0.7501948168260899,0.3763813288171316,124.53,Devonian,Normal polarity,False,0.7098921257982562,Limestone,Bottom,48.23,114.56,74605
0.7344254083497993,0.1235048760056015,0.37431271909366326,235.17,Cretaceous,Normal polarity,False,1.6927371538893135,Sandstone,Bottom,14.88,3.87,55673
0.8240786428414529,0.5371089189816018,0.31724044777491567,222.29,Triassic,Reversed polarity,True,0.8604694131033228,Shale,Middle,39.13,36.99,56780
0.5608356880990946,0.6261460292028544,0.4062957167863294,322.48,Paleogene,Reversed polarity,True,0.7116922845684839,Conglomerate,Middle,48.65,139.67,48138
0.3373287950430645,0.4459264864334248,0.621979029751438,189.1,Cambrian,Normal polarity,False,0.022084577630329394,Sandstone,Middle,118.82,734.43,33791
0.8421380737441211,0.46073726287447825,0.6259417779422463,154.14,Cambrian,Reversed polarity,True,1.087566715426917,Sandstone,Middle,7.98,157.47,58444
0.48013223570864944,0.4669023034432009,0.8215769794056269,194.72,Jurassic,Normal polarity,True,0.3127074629309487,Sandstone,Bottom,34.28,95.35,43860
0.44735562595329686,0.6676035577306735,0.4252596627205951,267.86,Cambrian,Normal polarity,True,0.8656940601257073,Shale,Bottom,53.67,533.46,53361
0.9844691463556298,0.0032524116373058576,0.6231845001541926,70.1,Cretaceous,Normal polarity,True,0.20953725457992572,Sandstone,Bottom,33.22,402.93,60717
0.5052946064341178,0.3193798630418212,0.23233288462627172,38.34,Triassic,Normal polarity,True,0.9607415945671051,Limestone,Middle,30.81,461.81,28466
0.4972636754184443,0.006757883990232388,0.5374149284445511,157.32,Triassic,Normal polarity,False,1.6764586326569675,Sandstone,Bottom,19.69,166.69,39627
0.34005707278424624,0.2833922078308867,0.6595762522700988,212.44,Jurassic,Normal polarity,False,0.7455427553022027,Sandstone,Middle,135.98,80.54,30383
0.77676656058725,0.9999999999,0.7538835153635903,265.23,Jurassic,Normal polarity,False,1.1887240722122319,Limestone,Bottom,76.46,281.42,72839
0.6861842821836357,0.33274956870570155,0.973896457015839,203.52,Cambrian,Reversed polarity,False,0.9586573903881898,Shale,Middle,107.75,241.71,53592
0.20633370252158534,0.2832775731874334,0.8756774825407997,219.72,Permian,Normal polarity,True,0.9957432616246019,Limestone,Bottom,46.47,329.18,29561
0.38695050465946873,0.7025730059166411,0.9268751935074221,89.35,Triassic,Normal polarity,True,1.1078540440944655,Limestone,Middle,100.1,699.49,29715
0.6859775913190427,0.6205924856638131,0.8470945891963554,266.27,Devonian,Reversed polarity,True,0.8129866259404033,Sandstone,Bottom,97.89,353.95,67655
0.38770004669515845,0.5427758396933995,0.630263808587988,198.63,Jurassic,Reversed polarity,False,0.7927993545463698,Conglomerate,Bottom,89.72,249.12,41761
0.2906416726346147,0.5371553099724566,0.7203481734536002,130.89,Paleogene,Normal polarity,False,1.6906625252487486,Shale,Middle,81.43,272.52,26638
0.6192792116104748,0.4954291708024292,0.025535535250682972,287.18,Devonian,Reversed polarity,False,0.15638067750377355,Sandstone,Bottom,82.51,620.89,60408
0.4145961723815587,0.3298509427852619,0.6301474879276915,240.92,Devonian,Normal polarity,True,0.6218315357984034,Shale,Bottom,65.19,525.38,46197
0.2448213519524225,0.5628066445349647,0.23548410392574154,144.75,Cretaceous,Reversed polarity,True,0.19436173862710532,Limestone,Top,36.04,481.05,24283
0.41498065125415473,0.17654239178839126,0.5788755205236,139.74,Ordovician,Normal polarity,False,2.2190776129828444,Limestone,Middle,125.87,499.02,32009
0.14944793712691018,0.24993903171147175,0.5923102265737937,184.2,Cambrian,Reversed polarity,True,0.7727125821499612,Conglomerate,Middle,82.05,461.0,24006
0.4800979289918701,0.4821634240063909,0.599232324424837,119.17,Paleogene,Normal polarity,True,0.2145495644098543,Sandstone,Bottom,72.0,293.99,40325
0.7324339954202295,0.6098327099265699,0.8289242965982837,165.72,Carboniferous,Normal polarity,True,1.37592802134803,Conglomerate,Bottom,95.3,312.67,58869
0.6489937014713842,0.8058003133449035,0.017535401076978152,75.57,Cretaceous,Normal polarity,False,0.9606883974909717,Limestone,Bottom,55.44,610.07,46493
0.6043181487808695,0.768481295366032,0.9000599451583569,125.46,Devonian,Reversed polarity,True,0.7863066593129111,Shale,Middle,114.88,377.58,46384
0.5502593372188412,0.1056266652374957,0.9489853106701083,82.55,Devonian,Normal polarity,False,1.2101624848886698,Shale,Top,132.72,582.18,37177
0.23077798935941768,0.1379019304532554,0.5448835926059701,213.59,Triassic,Normal polarity,True,1.1031022058231392,Limestone,Bottom,63.76,202.48,30799
0.4732843238272258,0.21677652810190898,0.06250889426684969,90.24,Permian,Normal polarity,True,1.3161966499844309,Sandstone,Middle,139.36,628.3,27119
0.18416492794553635,0.5990403506302989,0.48138223976285405,60.5,Cambrian,Normal polarity,True,0.9864434795846988,Conglomerate,Bottom,98.33,377.94,20024
0.4521537911121362,0.1636122695544897,0.48797438628111267,73.44,Triassic,Normal polarity,True,0.7873761422959773,Limestone,Bottom,8.96,72.79,32176
0.5839452682456229,0.9999999999,0.5165476261000285,143.68,Permian,Normal polarity,True,0.08525607784964129,Limestone,Bottom,34.28,376.73,54958
0.5409521307457841,0.5366243663777305,0.12570283328435483,46.31,Cretaceous,Reversed polarity,False,0.8736613449761098,Sandstone,Top,56.44,420.57,31488
0.6916594930377307,0.8824681949385814,0.6068445686513471,48.64,Jurassic,Reversed polarity,True,0.4966818565532184,Sandstone,Bottom,17.49,371.2,52982
0.5631637008114294,0.2484055390802335,0.23698250178505062,218.47,Devonian,Reversed polarity,True,1.5578654253966104,Limestone,Bottom,90.11,392.06,54065
0.7841089094228773,0.3211230483033759,0.36324579531844875,127.43,Triassic,Reversed polarity,True,1.1151297248535663,Sandstone,Bottom,28.72,375.68,57465
0.2533205804490868,0.23473227178234252,0.4660411411395307,24.22,Devonian,Normal polarity,False,0.7843137381616003,Conglomerate,Top,13.92,366.9,15872
0.14130695339192528,0.3201776174170207,0.2852886086434453,124.87,Cambrian,Normal polarity,False,0.5938476112090811,Limestone,Bottom,72.05,497.03,21410
0.67383862250747,0.949233308778809,0.13029633708869207,66.63,Triassic,Normal polarity,True,1.7964608797373782,Sandstone,Bottom,70.14,195.98,50998
0.32300521079965927,0.1903171456764792,0.40594317808233604,20.25,Cretaceous,Normal polarity,True,1.6141608918284307,Conglomerate,Bottom,71.84,429.41,21525
0.5918346174567957,0.520992866985645,0.9122637953922117,156.98,Jurassic,Normal polarity,True,0.6300652884433465,Limestone,Middle,103.7,273.79,41386
0.24361782119097575,0.49681176177902214,0.37132545739416145,15.48,Cambrian,Normal polarity,False,0.9406660857662099,Shale,Top,69.61,587.54,18383
0.9796372954698692,0.02982629128329503,0.3731050202338053,280.41,Cretaceous,Normal polarity,True,1.0978252268623607,Conglomerate,Bottom,129.32,276.53,70720
0.8433059798063613,0.11669624557111713,0.1500774731033039,15.34,Triassic,Normal polarity,True,1.3976383186157166,Sandstone,Middle,53.77,186.11,38219
0.6898549676282938,0.40223278462172174,0.7695756209296212,188.9,Cretaceous,Normal polarity,True,0.5526616927028425,Shale,Bottom,81.72,398.34,56331
0.4082726133790604,0.5504207246774877,0.5727839909162473,260.05,Paleogene,Normal polarity,True,1.8045909731558936,Sandstone,Bottom,104.12,72.21,45086
0.6230625726206702,0.5955159403015302,0.761772972245857,156.81,Triassic,Normal polarity,True,0.9987378247806661,Limestone,Bottom,44.49,365.58,53342
0.3299030563195409,0.5121444629389734,0.5114630674343288,59.59,Triassic,Reversed polarity,True,1.1655217586069275,Limestone,Top,65.41,107.86,24202
0.45176232346987144,0.6252255627382697,0.740656778902404,68.47,Triassic,Normal polarity,True,0.6518581504402952,Limestone,Middle,110.1,706.02,32045
1.0055173902442773,0.3127918653712114,0.004546447085229222,157.06,Cambrian,Normal polarity,False,1.55072183945299,Sandstone,Top,8.73,533.21,58280
0.07526392844335861,0.5266323774510504,0.9334778714442522,114.49,Devonian,Normal polarity,False,1.7296062875416507,Limestone,Middle,110.3,256.39,17573
0.3578202188707532,0.3879635787082777,0.3439064332983973,247.75,Neogene,Normal polarity,True,1.460353044559668,Limestone,Middle,50.76,162.96,32001
0.7240715697334755,0.278604461059826,0.4801918244077503,100.05,Triassic,Normal polarity,True,0.7792083826593492,Shale,Top,6.53,171.82,43852
0.21015971729158067,0.10778507690034107,0.15411673480951749,82.14,Triassic,Normal polarity,True,0.2887827323839105,Sandstone,Bottom,135.79,321.51,18799
0.3513183341596328,0.5610338722134242,0.5209545459881071,229.52,Jurassic,Reversed polarity,False,1.1006247084610585,Sandstone,Middle,24.55,345.44,32654
0.17324930596241844,0.13350175828973648,1.1590679855474195,23.12,Devonian,Reversed polarity,True,1.3199171523363171,Sandstone,Bottom,12.27,139.67,19606
0.27292691662369684,0.6051543794548,0.38577982804396516,86.05,Cretaceous,Normal polarity,True,1.1885932236331165,Shale,Middle,84.77,410.48,21522
0.8872318828207897,0.011655744667859957,0.719714353514181,110.92,Devonian,Normal polarity,False,1.4811655117941154,Limestone,Bottom,69.3,370.39,62880
0.7853938446349793,0.09375783577857413,0.4667572257090461,97.93,Cretaceous,Reversed polarity,True,0.41380489542738536,Limestone,Bottom,58.08,316.15,54383
0.08051920685837921,0.3411750720936527,0.12256479882663462,180.65,Triassic,Normal polarity,True,1.0932979030841556,Sandstone,Bottom,50.42,545.38,19424
0.49951040129541774,0.38127535924908107,0.792521461990811,106.33,Cambrian,Normal polarity,True,0.6510724972948432,Shale,Bottom,72.75,170.19,43856
0.46519451311289317,0.521730923587706,0.8234999326321937,214.97,Paleogene,Normal polarity,False,0.8198934684226232,Sandstone,Bottom,93.41,479.04,45992
0.5474852401321039,0.5523589625147779,0.5151537533680571,236.87,Devonian,Reversed polarity,True,0.9452077022304406,Shale,Bottom,64.34,236.25,54768
0.6537327863227396,0.39877975776133257,0.8179101420949659,233.44,Cambrian,Normal polarity,True,1.1014686176383894,Limestone,Bottom,68.52,406.65,62547
0.9495684678923821,0.5716075322614335,0.5835173583849451,295.82,Cretaceous,Normal polarity,True,0.1467654262617985,Limestone,Middle,41.55,217.32,62812
0.6396769782928782,0.28767470819227126,0.3691467925769445,266.61,Permian,Normal polarity,True,0.7585820411055815,Sandstone,Bottom,35.27,516.07,54083
0.05883653986306486,0.24301144549098547,0.8527522918821777,71.2,Devonian,Reversed polarity,False,1.772300573082612,Sandstone,Bottom,50.62,637.81,16032
0.4770707924940508,0.4518587367552984,1.2604840032174258,110.81,Cambrian,Normal polarity,False,0.5995812164310095,Limestone,Middle,68.4,414.38,37042
0.8897754122959773,0.4679075015654475,0.4002664029962368,250.73,Neogene,Normal polarity,False,0.5703309213859684,Limestone,Bottom,81.26,102.14,67777
0.3726164922439255,0.39005439097176053,0.3679634471420273,38.68,Paleogene,Normal polarity,False,1.65614070604759,Conglomerate,Bottom,67.02,236.71,25091
0.6355646525230199,0.6226921577200057,0.2130627145205745,92.13,Paleogene,Reversed polarity,False,1.5849907938046122,Limestone,Bottom,121.06,529.2,47988
0.20387856680836358,0.6562369515764285,0.5089274664235788,39.84,Paleogene,Normal polarity,True,0.3701499080203376,Limestone,Middle,64.69,532.68,16993
0.13467434442101028,0.3139288816779314,0.5560197460358829,135.05,Triassic,Normal polarity,False,0.8180409907893873,Sandstone,Bottom,94.48,239.52,21260
0.9199398764940596,0.023155837376804156,0.4739711016231932,48.47,Jurassic,Normal polarity,True,0.4420503131642571,Limestone,Top,98.17,451.35,46985
0.29360281350340767,0.7202246762111169,0.5203817466458116,80.41,Carboniferous,Normal polarity,True,1.3823144843202368,Sandstone,Bottom,65.47,162.23,29175
0.21970256479594652,0.625212729827597,0.8928705511283047,297.71,Neogene,Normal polarity,True,1.5526530313769864,Limestone,Bottom,79.06,449.46,38910
0.6153265825390835,0.08177142529764342,0.4436802435563251,153.64,Neogene,Normal polarity,True,2.005012068977474,Sandstone,Bottom,59.78,502.84,44926
0.11701326686805069,0.0932155887962644,0.2929323832406361,213.05,Cambrian,Normal polarity,False,1.8186970354369525,Sandstone,Middle,118.81,342.98,20508
0.5094317933372838,0.8122499029826948,0.3608728650110538,165.2,Cambrian,Reversed polarity,False,0.7401225315998283,Shale,Top,11.94,282.91,45361
0.2566207587223413,0.47155220467069137,0.6210469978840126,42.33,Cambrian,Reversed polarity,True,1.3096132243777319,Limestone,Bottom,25.55,651.55,27903
0.5861625460665701,0.9283028294895531,0.4296157700761618,125.25,Cretaceous,Normal polarity,True,0.42142921090774266,Conglomerate,Bottom,33.64,495.52,49288
0.6861794351610835,0.5785306844629337,0.5283769223238743,111.98,Ordovician,Normal polarity,True,2.645237813837678,Shale,Top,42.1,171.65,45818
0.6108671981813976,0.48844091398262746,0.13400519830847357,133.82,Paleogene,Normal polarity,True,1.2887859545229419,Shale,Bottom,104.72,53.67,44719
0.9577885599479623,0.7828621252196252,0.6858257289042353,115.32,Permian,Normal polarity,False,1.2538899343410497,Shale,Top,48.2,83.46,59716
0.6795386365821457,0.5114622153724553,1.0104196112050303,28.97,Neogene,Normal polarity,True,0.22943396840793462,Sandstone,Bottom,66.06,319.42,46349
0.490884753502102,0.67991404111141,0.38051663832321436,167.36,Cambrian,Reversed polarity,True,0.9408948532256389,Sandstone,Middle,81.4,173.85,40430
0.4580414163520695,0.6782009239178824,0.3316748123623387,196.11,Triassic,Reversed polarity,False,1.0570981817614715,Shale,Middle,119.86,66.67,40273
0.43943883308784953,0.16670889657711987,0.8104864782734942,41.49,Cambrian,Normal polarity,True,1.0358714933233966,Sandstone,Middle,31.13,383.66,28773
0.8707980941118072,0.6051472834889152,0.18388802385011585,177.8,Devonian,Normal polarity,False,0.8829126390343297,Limestone,Bottom,58.49,324.15,65585
0.7609930983637387,0.2525216367352252,0.8538858418080943,327.2,Permian,Normal polarity,True,1.092137633894548,Shale,Bottom,56.46,565.25,70444
0.7856339692159684,0.4157710783718717,0.2999304663848562,182.76,Devonian,Normal polarity,False,0.8937747740691766,Sandstone,Bottom,40.09,247.92,59913
0.5720285292885298,0.39791236654080675,0.16607296076499756,107.62,Neogene,Normal polarity,True,1.2120795696903044,Limestone,Bottom,101.04,494.68,40685
1.1670009901316738,0.7015009466948517,0.340239716093649,4.86,Carboniferous,Normal polarity,True,0.5746612394058213,Shale,Bottom,97.85,642.53,73502
0.28470954174916563,0.6499752931121435,0.2844757669889787,81.81,Paleogene,Normal polarity,True,0.31215104140155836,Shale,Bottom,83.94,579.37,25908
0.3069210075081088,0.12310491644800976,0.5620598816573659,239.32,Cretaceous,Reversed polarity,True,1.6716693075010431,Limestone,Bottom,47.64,127.71,36241
0.49333073974539643,0.8442882612148158,0.4164401968932902,345.46,Cambrian,Normal polarity,False,0.17991256567623098,Conglomerate,Middle,46.47,597.44,50811
0.6889129251855886,0.20968378421396977,0.6537003219023149,201.2,Cretaceous,Reversed polarity,False,1.049124100784431,Limestone,Middle,46.8,338.42,50159
0.2254706270917633,0.4089648867961562,0.15920356902458016,356.44,Devonian,Normal polarity,True,1.0529393590103087,Limestone,Middle,0.78,316.47,34230
0.40122633837654975,0.5865248782745521,0.7200128965144579,99.06,Triassic,Normal polarity,False,1.1898991699076096,Limestone,Bottom,116.28,539.88,34269
0.5218173448594478,0.3350422205011198,0.15356664521778443,199.3,Neogene,Reversed polarity,True,1.1935568661104243,Sandstone,Middle,54.1,571.95,38246
0.7108878556668976,0.6293291427963137,0.6974778155109741,282.37,Paleogene,Normal polarity,False,0.6082589651849359,Shale,Bottom,72.91,352.58,63181
0.6928999951204742,0.18857863291448285,0.4268773835431962,82.98,Neogene,Normal polarity,False,1.1324319184424447,Shale,Bottom,153.34,486.26,45092
0.38939260085910327,0.18157679189081988,0.6345560387910718,256.16,Cambrian,Reversed polarity,True,0.7923788725746925,Sandstone,Middle,59.64,175.85,38722
0.6426396315855257,0.5141629075958469,0.8429404578858419,262.88,Permian,Normal polarity,False,0.638493137578525,Sandstone,Bottom,50.16,861.24,59122
0.5866752021201412,0.774092152992347,0.4089733690954418,131.87,Cambrian,Normal polarity,False,0.09290040560468121,Sandstone,Bottom,66.71,114.17,50426
0.3707033574663655,0.4885940274201392,0.3211142315141221,18.83,Cambrian,Normal polarity,True,0.06179318665014322,Sandstone,Middle,105.7,489.54,24753
0.24405142967966048,0.28975969015122754,1.1604062410811027,58.32,Devonian,Reversed polarity,True,0.47296190182060077,Sandstone,Bottom,115.53,210.57,26542
0.528740561058291,0.4702449787264171,0.47078812657350366,148.42,Devonian,Normal polarity,True,0.6753378506064487,Limestone,Bottom,86.53,538.24,45534
0.3933658147028023,0.06688142699971195,0.6988858861092955,186.68,Paleogene,Normal polarity,False,1.1543983873531185,Shale,Bottom,41.53,252.86,36573
0.8544773946459123,0.1407399448398179,0.4474329096881541,320.8,Neogene,Normal polarity,True,1.8086489138428958,Sandstone,Middle,67.55,390.32,55654
0.5439759193421753,0.4993444058909676,0.4290736019787198,119.99,Neogene,Normal polarity,True,0.613710473495205,Shale,Middle,163.71,280.75,35324
0.20056395895465262,0.4569100767026811,0.46430831339215856,158.38,Cretaceous,Normal polarity,True,0.9298347347217497,Conglomerate,Top,111.57,140.22,21430
0.4471882684411308,0.6142004799760746,0.8776213592934008,205.61,Permian,Normal polarity,True,1.191414728945654,Sandstone,Middle,96.28,175.24,35938
0.16583863807913707,0.31528845925736654,0.7179934788632926,110.71,Triassic,Normal polarity,True,1.6784930579205342,Limestone,Bottom,65.5,460.46,21270
0.6319123241159313,0.31882724306836807,0.5799684778546603,341.44,Cretaceous,Normal polarity,True,1.1345561004507854,Limestone,Bottom,156.28,343.28,61027
0.4563125305219534,0.5260766712920263,0.553400394411413,19.58,Jurassic,Reversed polarity,False,1.2065237074141475,Conglomerate,Bottom,131.44,320.09,32418
0.6614474463014162,0.4117442468227341,0.9941279700790939,38.02,Neogene,Normal polarity,False,1.6270535869259355,Sandstone,Bottom,113.12,85.24,44909
0.09345326276151955,0.3262564440220621,0.5979775529456566,158.54,Neogene,Normal polarity,True,1.2508241794731156,Sandstone,Bottom,111.69,590.27,21110
0.8705388556175393,0.45810606269786924,0.3880079583896643,146.01,Cambrian,Reversed polarity,False,0.7863104846276447,Conglomerate,Bottom,64.68,182.71,68126
0.2996698740604059,0.07423290212962091,0.9041780544338028,81.76,Cambrian,Normal polarity,True,1.084384262088573,Limestone,Middle,40.08,44.95,24155
0.40786834057342064,0.2706891763369012,0.48352519014178813,132.63,Paleogene,Normal polarity,False,0.7157927997100029,Sandstone,Bottom,52.54,224.54,34408
0.2908128155940832,0.4236839160067072,0.29790231238583803,143.18,Jurassic,Normal polarity,True,0.21703126543938062,Limestone,Middle,98.14,538.48,24496
0.6570336998937596,0.5276428134398878,0.7828835651837063,217.08,Cambrian,Reversed polarity,True,0.06849241637258113,Shale,Middle,23.29,479.77,54280
0.2419152932484809,0.5829426703682297,0.25220724279174744,272.98,Silurian,Normal polarity,True,0.8912079969004593,Sandstone,Bottom,56.89,119.26,38300
0.5683257166633264,0.42051922650761087,0.5876835057642961,374.51,Silurian,Normal polarity,True,1.1885474637232298,Sandstone,Bottom,128.29,247.66,64029
0.3012160892990381,0.49864252381746316,0.3210733926724837,136.62,Paleogene,Normal polarity,False,1.290255252255536,Shale,Bottom,160.6,383.18,29827
0.537385891831028,0.30530652024593125,1.138510730363934,184.74,Cambrian,Normal polarity,False,0.7262500431205012,Shale,Bottom,102.39,2.23,50531
0.615889405383672,0.9146505749607836,0.48171504829818224,135.78,Permian,Normal polarity,False,1.4337922736896709,Limestone,Bottom,133.36,271.32,52573
0.570985898236209,0.4163797686038043,0.4114702447109657,248.91,Triassic,Normal polarity,True,0.44524626164088743,Sandstone,Bottom,35.42,116.68,52300
0.4007902593241829,0.2454630303080787,0.15916198043424365,161.96,Devonian,Reversed polarity,False,1.114288881948561,Shale,Middle,108.92,331.24,32168
0.9786814595961121,0.13414087071208514,1.120872317844884,90.81,Triassic,Normal polarity,True,0.5264279827617,Shale,Top,46.3,449.94,52907
0.515091763719751,0.29260796305074777,0.4376629673055705,34.81,Permian,Normal polarity,True,1.520276315777842,Conglomerate,Bottom,136.94,338.5,34650
0.7941159236086645,0.19180107017222836,0.6867102188439689,164.17,Cretaceous,Reversed polarity,True,1.4715978111180361,Shale,Middle,53.06,84.54,50732
0.6149968606078822,0.7156170166552411,0.06681479470260915,189.81,Triassic,Normal polarity,False,1.6134855008839177,Sandstone,Bottom,59.74,597.52,49791
1.0964364800584707,0.18000808588195022,0.7692761555469902,45.68,Cretaceous,Reversed polarity,False,1.0010814153649963,Limestone,Middle,90.31,518.94,59513
0.6552374826196886,0.18007147968770776,0.6520415658440304,43.98,Permian,Normal polarity,True,1.0218503735152082,Conglomerate,Middle,35.3,227.48,35757
0.09196731671344122,0.37627492960377035,1.0145073122264352,191.06,Jurassic,Normal polarity,False,0.9445896314425095,Shale,Middle,91.0,61.2,22038
0.9740954493229559,0.6158142195685326,0.5580669657981899,276.94,Cambrian,Normal polarity,True,1.3447642587393274,Limestone,Middle,118.84,300.57,71624
0.21342203233080437,0.27886280513429085,0.5380115723202759,149.45,Cretaceous,Reversed polarity,True,0.49669497659686757,Sandstone,Bottom,83.43,462.73,28264
0.9603907239081408,0.05159529074473826,0.32101043399327983,164.96,Triassic,Normal polarity,True,1.2015104502301281,Shale,Middle,100.14,281.79,55200
0.48994700035186733,0.5135581147743588,0.7257178548010471,101.76,Permian,Normal polarity,True,1.0318408588237449,Limestone,Middle,81.32,414.87,33673
0.4559688178759824,0.3822468721933323,0.7465085486202977,253.15,Cretaceous,Reversed polarity,True,0.4930845576392613,Sandstone,Bottom,80.8,189.39,49869
0.8634214314653992,0.5120665574148774,0.8639877349837997,151.55,Paleogene,Reversed polarity,True,0.7400125299970757,Shale,Bottom,31.14,196.61,67652
0.8334107325525699,0.889551287456159,0.7463225322515319,10.32,Cretaceous,Normal polarity,False,1.7942480111944246,Sandstone,Bottom,101.67,431.18,54092
0.6994256551317519,0.09652424346959196,0.8915835010697963,261.14,Permian,Normal polarity,True,0.5722385881746049,Sandstone,Bottom,36.11,728.44,60755
0.664971805086931,0.4705087576376738,0.32421807987105355,236.02,Triassic,Normal polarity,True,0.12768005310943015,Shale,Bottom,75.17,822.99,58516
0.24330372094475872,0.2928037360139325,0.22978160963103614,158.63,Jurassic,Normal polarity,False,0.841755367411589,Sandstone,Bottom,112.43,220.26,26560
0.497684407278265,0.6499475454497172,0.6894326329295992,29.01,Devonian,Normal polarity,True,0.5078714606903713,Limestone,Bottom,43.61,573.5,37669
0.2597558148773472,0.3992650827581246,0.41652465279359396,183.49,Cambrian,Reversed polarity,True,1.5051231564693186,Sandstone,Middle,59.09,171.62,29012
0.5678239829400916,0.41860401687690235,0.6117965414939972,133.32,Paleogene,Normal polarity,True,0.5176962103276269,Limestone,Bottom,98.54,34.69,43946
0.7409217292925251,0.15646198102502315,0.28375127810462675,67.97,Cambrian,Normal polarity,True,0.045772815234669584,Shale,Middle,22.92,37.52,44948
